image_path,source,k,masking_method,condition,score,drop,original_score
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,hot,0.284592,0.641686,0.926279
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,bottom,0.928866,-0.002588,0.926279
C:\My_Project\AIGC\stylegan2_test\fake\DEBW16E2CA.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,random_scattered,0.772037,0.154241,0.926279
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,random_seed0,0.915632,0.001103,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,random_seed1,0.923424,-0.006689,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,random_seed2,0.923941,-0.007207,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,random_seed3,0.8974,0.019335,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,random_seed4,0.916228,0.000507,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,hot,0.610231,0.306504,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,bottom,0.915717,0.001018,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,blur,random_mean,0.915325,0.00141,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,hot,0.377896,0.538839,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,bottom,0.904104,0.012631,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,random_scattered,0.645943,0.270791,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,random_seed0,0.924886,-0.008151,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,random_seed1,0.593511,0.323223,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,random_seed2,0.906184,0.01055,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,random_seed3,0.919662,-0.002927,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,random_seed4,0.925823,-0.009088,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,hot,0.197824,0.71891,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,bottom,0.916284,0.000451,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,blur,random_mean,0.854013,0.062722,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,hot,0.128588,0.788147,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,bottom,0.912639,0.004096,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,random_scattered,0.864866,0.051869,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,random_seed0,0.489514,0.427221,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,random_seed1,0.687149,0.229586,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,random_seed2,0.440615,0.476119,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,random_seed3,0.908769,0.007966,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,random_seed4,0.732742,0.183992,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,hot,0.470819,0.445916,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,bottom,0.924078,-0.007343,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,blur,random_mean,0.651758,0.264977,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,hot,0.188654,0.728081,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,bottom,0.901683,0.015052,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\DXY4M1MLQ7.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,random_scattered,0.877056,0.039679,0.916735
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,random_seed0,0.928871,-0.002765,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,random_seed1,0.920199,0.005907,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,random_seed2,0.923662,0.002444,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,random_seed3,0.924388,0.001718,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,random_seed4,0.82646,0.099646,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,hot,0.890138,0.035968,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,bottom,0.93247,-0.006364,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,blur,random_mean,0.904716,0.02139,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,hot,0.7216,0.204506,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,bottom,0.92421,0.001896,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,random_scattered,0.630378,0.295728,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,random_seed0,0.901007,0.025099,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,random_seed1,0.918632,0.007474,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,random_seed2,0.918065,0.008041,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,random_seed3,0.926876,-0.00077,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,random_seed4,0.923063,0.003043,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,hot,0.375275,0.550831,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,bottom,0.923726,0.00238,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,blur,random_mean,0.917529,0.008577,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,hot,0.219725,0.706381,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,bottom,0.914025,0.012081,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,random_scattered,0.848886,0.07722,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,random_seed0,0.91976,0.006346,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,random_seed1,0.922702,0.003404,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,random_seed2,0.892362,0.033744,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,random_seed3,0.931696,-0.00559,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,random_seed4,0.576296,0.34981,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,hot,0.597362,0.328744,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,bottom,0.925547,0.000559,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,blur,random_mean,0.848563,0.077543,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,hot,0.487284,0.438822,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,bottom,0.908707,0.017399,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\HF1JHOEIGR.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,random_scattered,0.927606,-0.0015,0.926106
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,random_seed0,0.935595,0.000589,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,random_seed1,0.921313,0.014871,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,random_seed2,0.93217,0.004014,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,random_seed3,0.911422,0.024762,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,random_seed4,0.938455,-0.002271,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,hot,0.925291,0.010893,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,bottom,0.936638,-0.000454,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,blur,random_mean,0.927791,0.008393,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,hot,0.917277,0.018907,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,bottom,0.932504,0.00368,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,random_scattered,0.928479,0.007705,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,random_seed0,0.935483,0.000701,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,random_seed1,0.938399,-0.002215,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,random_seed2,0.933266,0.002918,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,random_seed3,0.935212,0.000972,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,random_seed4,0.88327,0.052914,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,hot,0.742077,0.194107,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,bottom,0.93972,-0.003536,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,blur,random_mean,0.925126,0.011058,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,hot,0.369135,0.567049,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,bottom,0.935314,0.00087,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,random_scattered,0.932598,0.003586,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,random_seed0,0.921779,0.014405,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,random_seed1,0.930231,0.005953,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,random_seed2,0.887521,0.048663,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,random_seed3,0.851163,0.085021,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,random_seed4,0.903568,0.032616,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,hot,0.572203,0.36398,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,bottom,0.944511,-0.008327,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,blur,random_mean,0.898852,0.037332,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,hot,0.344322,0.591862,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,bottom,0.924757,0.011427,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\ID9OH4XXHX.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,random_scattered,0.918728,0.017456,0.936184
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,random_seed0,0.901539,0.001129,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,random_seed1,0.908558,-0.00589,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,random_seed2,0.908416,-0.005748,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,random_seed3,0.902943,-0.000275,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,random_seed4,0.91848,-0.015813,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,hot,0.879636,0.023032,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,bottom,0.901853,0.000815,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,blur,random_mean,0.907987,-0.005319,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,hot,0.881035,0.021633,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,bottom,0.896403,0.006265,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,random_scattered,0.890926,0.011742,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,random_seed0,0.920675,-0.018007,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,random_seed1,0.871561,0.031107,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,random_seed2,0.919279,-0.016611,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,random_seed3,0.824087,0.078581,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,random_seed4,0.886187,0.01648,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,hot,0.741317,0.161351,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,bottom,0.908317,-0.005649,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,blur,random_mean,0.884358,0.01831,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,hot,0.143554,0.759114,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,bottom,0.902578,9e-05,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,random_scattered,0.916005,-0.013337,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,random_seed0,0.601969,0.300699,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,random_seed1,0.919173,-0.016505,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,random_seed2,0.528199,0.374469,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,random_seed3,0.607497,0.295171,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,random_seed4,0.368955,0.533713,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,hot,0.604752,0.297916,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,bottom,0.911641,-0.008973,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,blur,random_mean,0.605159,0.297509,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,hot,0.527076,0.375592,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,bottom,0.868858,0.03381,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\IL3PGDMOUE.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,random_scattered,0.91832,-0.015652,0.902668
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,random_seed0,0.948694,0.004635,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,random_seed1,0.951191,0.002138,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,random_seed2,0.955739,-0.00241,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,random_seed3,0.956864,-0.003536,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,random_seed4,0.947443,0.005886,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,hot,0.951844,0.001485,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,bottom,0.955737,-0.002409,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,blur,random_mean,0.951986,0.001342,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,hot,0.941636,0.011693,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,bottom,0.947106,0.006222,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,random_scattered,0.421907,0.531422,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,random_seed0,0.925053,0.028276,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,random_seed1,0.956328,-0.002999,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,random_seed2,0.946677,0.006651,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,random_seed3,0.960979,-0.00765,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,random_seed4,0.953161,0.000167,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,hot,0.946472,0.006856,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,bottom,0.95304,0.000289,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,blur,random_mean,0.94844,0.004889,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,hot,0.795624,0.157705,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,bottom,0.942993,0.010336,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.1,constant_fill_CONFOUNDED,random_scattered,0.770916,0.182413,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,random_seed0,0.754726,0.198602,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,random_seed1,0.809096,0.144233,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,random_seed2,0.943232,0.010097,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,random_seed3,0.920476,0.032852,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,random_seed4,0.798725,0.154604,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,hot,0.788078,0.165251,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,bottom,0.951797,0.001531,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,blur,random_mean,0.845251,0.108078,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,hot,0.750403,0.202925,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,bottom,0.945171,0.008157,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\JU9X9WZ3B5.jpg,stylegan2_ood,0.2,constant_fill_CONFOUNDED,random_scattered,0.85312,0.100209,0.953329
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,random_seed0,0.906748,0.008701,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,random_seed1,0.913673,0.001776,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,random_seed2,0.915145,0.000304,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,random_seed3,0.891446,0.024003,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,random_seed4,0.915462,-1.3e-05,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,hot,0.924131,-0.008682,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,bottom,0.913508,0.001942,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,blur,random_mean,0.908495,0.006954,0.915449
C:\My_Project\AIGC\stylegan2_test\fake\KJKLRCWBQ6.jpg,stylegan2_ood,0.05,constant_fill_CONFOUNDED,hot,0.924139,-0.00869,0.915449
